Country Name,Indicator Name,Year,Value
"Yemen, Rep.",全癌死亡率,1997,8
Vanuatu,全癌死亡率,1992,3
Mauritius,全癌死亡率,1982,4
Early-demographic dividend,全癌死亡率,1992,14
Late-demographic dividend,全癌死亡率,1992,9
Kosovo,全癌死亡率,2007,3
Pacific island small states,全癌死亡率,2007,14
Ecuador,全癌死亡率,1982,15
Mongolia,全癌死亡率,1987,11
"Congo, Rep.",全癌死亡率,1972,13
"Egypt, Arab Rep.",全癌死亡率,2002,12
Swaziland,全癌死亡率,1987,12
Morocco,全癌死亡率,1997,6
"Egypt, Arab Rep.",全癌死亡率,1992,8
Middle East & North Africa (IDA & IBRD countries),全癌死亡率,1972,10
Vanuatu,全癌死亡率,1997,15
Peru,全癌死亡率,1972,13
"Iran, Islamic Rep.",全癌死亡率,1987,7
Eritrea,全癌死亡率,1997,15
Jordan,全癌死亡率,1967,10
"Egypt, Arab Rep.",全癌死亡率,1997,6
Middle income,全癌死亡率,1992,5
Middle East & North Africa (excluding high income),全癌死亡率,1987,7
Middle East & North Africa (IDA & IBRD countries),全癌死亡率,1987,7
East Asia & Pacific,全癌死亡率,1982,5
"Macedonia, FYR",全癌死亡率,1992,5
Guinea,全癌死亡率,1992,9
Bulgaria,全癌死亡率,1982,8
IDA & IBRD total,全癌死亡率,1992,14
Bolivia,全癌死亡率,1997,5
Zambia,全癌死亡率,2002,6
Lesotho,全癌死亡率,1982,8
Low & middle income,全癌死亡率,1992,7
East Asia & Pacific,全癌死亡率,1977,9
Fiji,全癌死亡率,1997,13
Brazil,全癌死亡率,1962,11
East Asia & Pacific (excluding high income),全癌死亡率,1997,8
East Asia & Pacific (IDA & IBRD countries),全癌死亡率,1997,9
"Iran, Islamic Rep.",全癌死亡率,1967,11
Bolivia,全癌死亡率,1982,6
Cabo Verde,全癌死亡率,1987,5
Bolivia,全癌死亡率,1987,8
Paraguay,全癌死亡率,1997,15
China,全癌死亡率,1997,14
Syrian Arab Republic,全癌死亡率,2007,12
Belize,全癌死亡率,1997,12
Nicaragua,全癌死亡率,2007,15
Mongolia,全癌死亡率,1982,10
Zimbabwe,全癌死亡率,1977,15
Zambia,全癌死亡率,1977,6
Early-demographic dividend,全癌死亡率,1987,12
Lower middle income,全癌死亡率,2007,12
Belize,全癌死亡率,1992,11
Turkey,全癌死亡率,1987,13
Palau,全癌死亡率,1992,14
Tunisia,全癌死亡率,1977,5
Thailand,全癌死亡率,1982,4
Nicaragua,全癌死亡率,2002,7
Tunisia,全癌死亡率,1992,13
Senegal,全癌死亡率,1992,5
Vietnam,全癌死亡率,2007,5
Early-demographic dividend,全癌死亡率,1982,7
Peru,全癌死亡率,1967,13
Bangladesh,全癌死亡率,2007,3
Grenada,全癌死亡率,1987,14
Colombia,全癌死亡率,1987,15
Romania,全癌死亡率,1997,15
Middle East & North Africa (IDA & IBRD countries),全癌死亡率,1967,8
Upper middle income,全癌死亡率,1987,12
Tunisia,全癌死亡率,1967,11
Tunisia,全癌死亡率,1987,8
Sao Tome and Principe,全癌死亡率,2007,5
Dominican Republic,全癌死亡率,1982,14
Philippines,全癌死亡率,1997,4
India,全癌死亡率,2007,9
Zimbabwe,全癌死亡率,1997,13
Turkmenistan,全癌死亡率,2007,15
Pacific island small states,全癌死亡率,2002,6
Bhutan,全癌死亡率,2007,9
Colombia,全癌死亡率,1982,11
Dominica,全癌死亡率,1997,3
Romania,全癌死亡率,1992,8
Ecuador,全癌死亡率,1977,13
South Asia,全癌死亡率,2007,13
South Asia (IDA & IBRD),全癌死亡率,2007,3
"Egypt, Arab Rep.",全癌死亡率,1982,11
Guyana,全癌死亡率,1972,7
Zimbabwe,全癌死亡率,1972,8
Ecuador,全癌死亡率,1992,11
Tuvalu,全癌死亡率,2002,14
Senegal,全癌死亡率,1997,3
East Asia & Pacific,全癌死亡率,1972,5
"Congo, Rep.",全癌死亡率,1962,6
"Congo, Rep.",全癌死亡率,1967,5
Tonga,全癌死亡率,2007,7
Albania,全癌死亡率,2007,5
Romania,全癌死亡率,1982,5
Sub-Saharan Africa,全癌死亡率,2007,15
Sub-Saharan Africa (IDA & IBRD countries),全癌死亡率,2007,4
Peru,全癌死亡率,1962,3
Sub-Saharan Africa (excluding high income),全癌死亡率,2007,7
Malaysia,全癌死亡率,1987,5
IBRD only,全癌死亡率,1987,10
Vanuatu,全癌死亡率,1982,14
Pacific island small states,全癌死亡率,1997,7
Fiji,全癌死亡率,1992,15
Bolivia,全癌死亡率,1972,6
Fiji,全癌死亡率,1982,7
Armenia,全癌死亡率,2007,14
Indonesia,全癌死亡率,1992,4
Swaziland,全癌死亡率,1982,8
Ukraine,全癌死亡率,1992,8
Vanuatu,全癌死亡率,1987,13
Honduras,全癌死亡率,1992,8
Mongolia,全癌死亡率,2007,11
Serbia,全癌死亡率,1997,5
"Egypt, Arab Rep.",全癌死亡率,1987,5
Fragile and conflict affected situations,全癌死亡率,2007,12
Georgia,全癌死亡率,2002,6
Guyana,全癌死亡率,1977,13
India,全癌死亡率,2002,8
Bolivia,全癌死亡率,1977,10
Middle income,全癌死亡率,1987,15
Mauritius,全癌死亡率,1977,10
East Asia & Pacific (excluding high income),全癌死亡率,1992,7
East Asia & Pacific (IDA & IBRD countries),全癌死亡率,1992,9
Honduras,全癌死亡率,1987,14
Ecuador,全癌死亡率,1997,6
IDA & IBRD total,全癌死亡率,1987,15
Guinea,全癌死亡率,1997,6
Low & middle income,全癌死亡率,1987,12
Tonga,全癌死亡率,2002,8
Paraguay,全癌死亡率,2007,8
South Asia,全癌死亡率,2002,7
South Asia (IDA & IBRD),全癌死亡率,2002,9
Vietnam,全癌死亡率,2002,6
Late-demographic dividend,全癌死亡率,1987,6
China,全癌死亡率,1992,10
Bosnia and Herzegovina,全癌死亡率,1997,4
Guyana,全癌死亡率,1967,13
Guyana,全癌死亡率,2007,4
Mongolia,全癌死亡率,2002,12
Malaysia,全癌死亡率,1982,5
Turkmenistan,全癌死亡率,1997,6
Lower middle income,全癌死亡率,2002,14
Zimbabwe,全癌死亡率,2007,14
Grenada,全癌死亡率,1982,9
Early-demographic dividend,全癌死亡率,1977,12
Honduras,全癌死亡率,1982,15
"Congo, Dem. Rep.",全癌死亡率,1967,10
Bangladesh,全癌死亡率,2002,13
Ukraine,全癌死亡率,1987,6
Upper middle income,全癌死亡率,1982,6
Azerbaijan,全癌死亡率,1997,10
Upper middle income,全癌死亡率,1977,11
Philippines,全癌死亡率,1992,3
Cote d'Ivoire,全癌死亡率,2007,8
Turkmenistan,全癌死亡率,2002,8
Pacific island small states,全癌死亡率,1982,15
Cameroon,全癌死亡率,2002,10
Tajikistan,全癌死亡率,2007,10
Sao Tome and Principe,全癌死亡率,2002,10
Dominican Republic,全癌死亡率,1977,6
Ecuador,全癌死亡率,1987,9
Dominica,全癌死亡率,1992,14
Belize,全癌死亡率,1982,15
Bulgaria,全癌死亡率,1997,12
Turkey,全癌死亡率,1982,6
Nicaragua,全癌死亡率,1997,12
Sub-Saharan Africa,全癌死亡率,1992,8
Sub-Saharan Africa (IDA & IBRD countries),全癌死亡率,1992,11
Sub-Saharan Africa (excluding high income),全癌死亡率,1992,7
Belize,全癌死亡率,1987,6
IBRD only,全癌死亡率,1982,11
"Korea, Rep.",全癌死亡率,1977,7
"Congo, Dem. Rep.",全癌死亡率,2007,3
Zimbabwe,全癌死亡率,1967,7
Cameroon,全癌死亡率,2007,10
Dominican Republic,全癌死亡率,1972,10
"Gambia, The",全癌死亡率,2007,9
Senegal,全癌死亡率,1982,6
Dominican Republic,全癌死亡率,1967,11
Honduras,全癌死亡率,1997,10
Fiji,全癌死亡率,1987,8
Pakistan,全癌死亡率,2007,8
Georgia,全癌死亡率,1982,6
Kenya,全癌死亡率,2007,9
Cote d'Ivoire,全癌死亡率,1997,9
Fiji,全癌死亡率,1977,10
Indonesia,全癌死亡率,1987,8
Philippines,全癌死亡率,1982,15
Pakistan,全癌死亡率,2002,3
Guyana,全癌死亡率,1982,7
Middle income,全癌死亡率,1982,9
Guinea,全癌死亡率,2002,5
IDA & IBRD total,全癌死亡率,1982,7
Kiribati,全癌死亡率,2007,7
Belarus,全癌死亡率,1992,6
Low & middle income,全癌死亡率,1982,3
Lower middle income,全癌死亡率,1997,14
Uganda,全癌死亡率,2007,3
Vanuatu,全癌死亡率,2007,3
Sub-Saharan Africa,全癌死亡率,1997,8
Sub-Saharan Africa (IDA & IBRD countries),全癌死亡率,1997,9
Sub-Saharan Africa (excluding high income),全癌死亡率,1997,8
Upper middle income,全癌死亡率,1972,12
Zambia,全癌死亡率,1992,10
IBRD only,全癌死亡率,1977,6
Tonga,全癌死亡率,1997,11
"Congo, Dem. Rep.",全癌死亡率,1977,8
Philippines,全癌死亡率,1987,8
Moldova,全癌死亡率,2002,4
Pacific island small states,全癌死亡率,1992,3
Cote d'Ivoire,全癌死亡率,1982,11
"Yemen, Rep.",全癌死亡率,1992,15
Pacific island small states,全癌死亡率,1987,7
Sub-Saharan Africa,全癌死亡率,1987,9
Sub-Saharan Africa (IDA & IBRD countries),全癌死亡率,1987,11
Sub-Saharan Africa (excluding high income),全癌死亡率,1987,12
Albania,全癌死亡率,2002,3
Georgia,全癌死亡率,1987,5
Cote d'Ivoire,全癌死亡率,1977,13
"Micronesia, Fed. Sts.",全癌死亡率,1997,8
Kiribati,全癌死亡率,2002,9
Middle income,全癌死亡率,1977,10
Bangladesh,全癌死亡率,1997,12
IDA & IBRD total,全癌死亡率,1977,12
Sub-Saharan Africa,全癌死亡率,1982,4
Sub-Saharan Africa (IDA & IBRD countries),全癌死亡率,1982,6
Colombia,全癌死亡率,1972,15
Sub-Saharan Africa (excluding high income),全癌死亡率,1982,4
Tunisia,全癌死亡率,1972,8
Low & middle income,全癌死亡率,1977,9
Guinea,全癌死亡率,1987,14
Tajikistan,全癌死亡率,2002,4
Early-demographic dividend,全癌死亡率,1972,4
Cameroon,全癌死亡率,1997,14
Late-demographic dividend,全癌死亡率,1977,12
Thailand,全癌死亡率,1977,12
Cameroon,全癌死亡率,1987,10
Senegal,全癌死亡率,1987,10
Botswana,全癌死亡率,1977,13
Uganda,全癌死亡率,2002,11
"Micronesia, Fed. Sts.",全癌死亡率,2002,10
Fiji,全癌死亡率,1972,11
Madagascar,全癌死亡率,1972,11
Late-demographic dividend,全癌死亡率,1982,12
"Iran, Islamic Rep.",全癌死亡率,1962,11
Indonesia,全癌死亡率,1982,13
Madagascar,全癌死亡率,1967,14
IDA blend,全癌死亡率,2007,3
Thailand,全癌死亡率,1972,9
Guinea,全癌死亡率,2007,5
Eritrea,全癌死亡率,2007,12
Tuvalu,全癌死亡率,2007,10
Sub-Saharan Africa,全癌死亡率,2002,3
Sub-Saharan Africa (IDA & IBRD countries),全癌死亡率,2002,9
East Asia & Pacific (excluding high income),全癌死亡率,1987,3
East Asia & Pacific (IDA & IBRD countries),全癌死亡率,1987,4
Sub-Saharan Africa (excluding high income),全癌死亡率,2002,5
Mauritania,全癌死亡率,2007,14
Colombia,全癌死亡率,1977,5
Kiribati,全癌死亡率,1997,14
IDA total,全癌死亡率,2007,7
Papua New Guinea,全癌死亡率,1992,12
Madagascar,全癌死亡率,2007,3
Guyana,全癌死亡率,1962,14
Vietnam,全癌死亡率,1997,7
Uzbekistan,全癌死亡率,2007,10
Lower middle income,全癌死亡率,1992,14
India,全癌死亡率,1997,9
Armenia,全癌死亡率,2002,15
IDA only,全癌死亡率,2007,3
South Asia,全癌死亡率,1997,8
South Asia (IDA & IBRD),全癌死亡率,1997,12
Mozambique,全癌死亡率,2002,3
Kiribati,全癌死亡率,1982,8
IBRD only,全癌死亡率,1972,9
Pakistan,全癌死亡率,1987,6
China,全癌死亡率,1987,4
Bhutan,全癌死亡率,2002,10
Pakistan,全癌死亡率,1992,9
Syrian Arab Republic,全癌死亡率,1987,5
Sudan,全癌死亡率,2007,3
Mozambique,全癌死亡率,2007,12
Pakistan,全癌死亡率,1997,15
Kazakhstan,全癌死亡率,1992,14
Late-demographic dividend,全癌死亡率,1972,8
Fragile and conflict affected situations,全癌死亡率,2002,15
Syrian Arab Republic,全癌死亡率,2002,15
Timor-Leste,全癌死亡率,2002,5
Philippines,全癌死亡率,1962,15
IDA & IBRD total,全癌死亡率,1972,13
Benin,全癌死亡率,2002,8
Middle income,全癌死亡率,1972,4
Togo,全癌死亡率,1982,7
Heavily indebted poor countries (HIPC),全癌死亡率,2007,10
"Korea, Rep.",全癌死亡率,1972,4
Low & middle income,全癌死亡率,1972,10
"Micronesia, Fed. Sts.",全癌死亡率,2007,14
"Egypt, Arab Rep.",全癌死亡率,1977,3
Grenada,全癌死亡率,1977,14
Mongolia,全癌死亡率,1992,8
Ecuador,全癌死亡率,1972,9
Nigeria,全癌死亡率,1992,5
Cote d'Ivoire,全癌死亡率,2002,3
Cameroon,全癌死亡率,1992,10
"Congo, Dem. Rep.",全癌死亡率,2002,10
Philippines,全癌死亡率,1967,9
Tajikistan,全癌死亡率,1992,5
Least developed countries: UN classification,全癌死亡率,2007,3
Vanuatu,全癌死亡率,2002,6
Lower middle income,全癌死亡率,1987,12
Uzbekistan,全癌死亡率,1987,15
Benin,全癌死亡率,2007,8
IDA blend,全癌死亡率,1992,5
Mauritania,全癌死亡率,1972,10
Syrian Arab Republic,全癌死亡率,1997,12
Kiribati,全癌死亡率,1987,3
Turkmenistan,全癌死亡率,1987,11
Malaysia,全癌死亡率,1977,7
Malaysia,全癌死亡率,1972,5
Colombia,全癌死亡率,1967,5
Pre-demographic dividend,全癌死亡率,2007,15
Burkina Faso,全癌死亡率,1982,7
Azerbaijan,全癌死亡率,1992,8
"Egypt, Arab Rep.",全癌死亡率,1967,13
Cameroon,全癌死亡率,1982,12
South Asia,全癌死亡率,1992,5
South Asia (IDA & IBRD),全癌死亡率,1992,7
Philippines,全癌死亡率,1977,12
India,全癌死亡率,1992,15
Kenya,全癌死亡率,1992,5
Tanzania,全癌死亡率,2007,7
Burkina Faso,全癌死亡率,1987,15
Timor-Leste,全癌死亡率,2007,9
Upper middle income,全癌死亡率,1967,11
IDA blend,全癌死亡率,1997,9
East Asia & Pacific (excluding high income),全癌死亡率,1977,4
East Asia & Pacific (IDA & IBRD countries),全癌死亡率,1977,12
China,全癌死亡率,1977,12
Swaziland,全癌死亡率,1967,6
Madagascar,全癌死亡率,1992,4
Kenya,全癌死亡率,2002,5
Cote d'Ivoire,全癌死亡率,1987,4
India,全癌死亡率,1987,11
Lower middle income,全癌死亡率,1982,12
Mauritania,全癌死亡率,1977,12
Georgia,全癌死亡率,1997,14
Thailand,全癌死亡率,1967,10
Bangladesh,全癌死亡率,1992,7
South Asia,全癌死亡率,1987,14
South Asia (IDA & IBRD),全癌死亡率,1987,14
Philippines,全癌死亡率,1972,15
Pre-demographic dividend,全癌死亡率,1992,5
Fiji,全癌死亡率,1967,11
"Congo, Dem. Rep.",全癌死亡率,1987,15
Ghana,全癌死亡率,2007,6
Dominica,全癌死亡率,1987,5
Cote d'Ivoire,全癌死亡率,1972,13
Ecuador,全癌死亡率,1967,6
Guyana,全癌死亡率,1987,10
Burkina Faso,全癌死亡率,1992,12
Moldova,全癌死亡率,1997,14
Early-demographic dividend,全癌死亡率,1967,8
Burkina Faso,全癌死亡率,1977,13
IDA blend,全癌死亡率,1982,4
Sierra Leone,全癌死亡率,1972,14
Dominica,全癌死亡率,1982,14
Malawi,全癌死亡率,2007,5
Eritrea,全癌死亡率,1992,5
Afghanistan,全癌死亡率,2007,15
Honduras,全癌死亡率,1977,6
Togo,全癌死亡率,1972,14
Kiribati,全癌死亡率,1992,11
Heavily indebted poor countries (HIPC),全癌死亡率,2002,13
Tajikistan,全癌死亡率,1987,14
East Asia & Pacific (excluding high income),全癌死亡率,1982,15
East Asia & Pacific (IDA & IBRD countries),全癌死亡率,1982,9
Guyana,全癌死亡率,2002,10
Kenya,全癌死亡率,1997,9
Honduras,全癌死亡率,1972,7
Solomon Islands,全癌死亡率,2002,15
IDA only,全癌死亡率,2002,15
Armenia,全癌死亡率,1992,11
Kyrgyz Republic,全癌死亡率,2007,5
"Egypt, Arab Rep.",全癌死亡率,1972,14
Cameroon,全癌死亡率,1967,10
Bhutan,全癌死亡率,1997,4
Indonesia,全癌死亡率,1977,15
IBRD only,全癌死亡率,1967,8
IDA total,全癌死亡率,1997,11
"Congo, Dem. Rep.",全癌死亡率,1982,14
Pre-demographic dividend,全癌死亡率,1997,10
IDA total,全癌死亡率,2002,5
Kenya,全癌死亡率,1987,7
Madagascar,全癌死亡率,1997,4
Pakistan,全癌死亡率,1982,15
Least developed countries: UN classification,全癌死亡率,1997,4
Malaysia,全癌死亡率,1967,5
Pre-demographic dividend,全癌死亡率,1987,8
Madagascar,全癌死亡率,2002,12
Albania,全癌死亡率,1982,3
IDA & IBRD total,全癌死亡率,1967,15
Benin,全癌死亡率,1977,3
Middle income,全癌死亡率,1967,9
Cambodia,全癌死亡率,2007,7
Cameroon,全癌死亡率,1972,12
Armenia,全癌死亡率,1997,5
Low & middle income,全癌死亡率,1967,10
IDA total,全癌死亡率,1992,12
Low income,全癌死亡率,2007,14
Least developed countries: UN classification,全癌死亡率,2002,11
Swaziland,全癌死亡率,1977,3
IDA blend,全癌死亡率,1987,11
IDA blend,全癌死亡率,2002,14
Mauritania,全癌死亡率,1967,14
Uzbekistan,全癌死亡率,1997,10
Mauritania,全癌死亡率,1987,13
Pakistan,全癌死亡率,1977,3
"Korea, Rep.",全癌死亡率,1967,15
Turkey,全癌死亡率,1977,9
Nigeria,全癌死亡率,1982,7
China,全癌死亡率,1972,8
Mozambique,全癌死亡率,1992,6
Tanzania,全癌死亡率,2002,13
Benin,全癌死亡率,1982,6
East Asia & Pacific (excluding high income),全癌死亡率,1972,13
East Asia & Pacific (IDA & IBRD countries),全癌死亡率,1972,14
Least developed countries: UN classification,全癌死亡率,1987,6
Malawi,全癌死亡率,1997,4
Late-demographic dividend,全癌死亡率,1967,7
Albania,全癌死亡率,1997,12
Nigeria,全癌死亡率,2007,14
Burkina Faso,全癌死亡率,2007,13
China,全癌死亡率,1982,11
Madagascar,全癌死亡率,1977,3
Sudan,全癌死亡率,1987,3
Cambodia,全癌死亡率,2002,4
India,全癌死亡率,1982,7
Papua New Guinea,全癌死亡率,1987,13
Low income,全癌死亡率,2002,12
Bangladesh,全癌死亡率,1982,6
South Asia,全癌死亡率,1982,7
South Asia (IDA & IBRD),全癌死亡率,1982,5
Upper middle income,全癌死亡率,1962,10
Chad,全癌死亡率,1987,8
Mauritania,全癌死亡率,1982,7
Burkina Faso,全癌死亡率,1972,14
Albania,全癌死亡率,1987,11
Rwanda,全癌死亡率,1992,12
Benin,全癌死亡率,1987,7
Kenya,全癌死亡率,1982,5
Mauritania,全癌死亡率,1997,5
Least developed countries: UN classification,全癌死亡率,1992,15
Comoros,全癌死亡率,1982,3
Late-demographic dividend,全癌死亡率,1962,12
Togo,全癌死亡率,1987,15
IDA total,全癌死亡率,1987,13
Nepal,全癌死亡率,2007,3
Cameroon,全癌死亡率,1977,6
IDA total,全癌死亡率,1982,8
Mozambique,全癌死亡率,1982,10
IDA only,全癌死亡率,1997,5
Vietnam,全癌死亡率,1992,14
Benin,全癌死亡率,1992,6
Ecuador,全癌死亡率,1962,8
Thailand,全癌死亡率,1962,6
Sierra Leone,全癌死亡率,1967,13
Cote d'Ivoire,全癌死亡率,1992,7
Nigeria,全癌死亡率,1997,3
Papua New Guinea,全癌死亡率,1972,13
Mozambique,全癌死亡率,1997,8
Burkina Faso,全癌死亡率,1967,6
Madagascar,全癌死亡率,1982,10
Benin,全癌死亡率,1972,10
